Fonte,Título,Link,Área,Localidade,Salário,Habilidades,Empresa,Publicada em,Modalidade,Requisitos,Descrição
catho,Assistente de RH,https://www.catho.com.br/vagas/assistente-de-rh/33219934/,,,,,,,,,"CANDIDATURA FÁCIL Assistente de RH Sercom - Digitais Vaga com recrutador muito ativo Até R$ 2.000,00 1 vaga: Taboão da Serra - SP (1) Publicada hoje Responsável pelo apoio ao processo de recrutamento e seleção, com foco em captação de candidatos, triagem de currículos, convocação para entrevistas e suporte às rotinas da área de Recrutamento e Seleção. Experiência prévia em recrutamento e seleção e rotinas administrativas de RH; Conhecimento em captação de candidatos (divulgação de vagas em portais, redes sociais e bancos de currículos); Habilidade em triagem de currículos e convocação de candidatos; Ensino superior cursando em Recursos Humanos ou áreas correlatas. mostrar menos compartilhar Benefícios Assistência médica / Medicina em grupo, Tíquete refeição, Auxílio creche, Vale-transporte Horário Segunda a Sexta das 08h ás 17h Regime de Contratação CLT (Efetivo) Dados da Empresa SERCOM - DIGITAIS * NACIONALIDADE E PORTE: Nacional de grande porte com 4.000 funcionários. RAMO: Telemarketing/ Call Center UTILIZA A CATHO HÁ 1 ANO E 18 DIAS Enviar Candidatura Fácil fechar vaga"
catho,Desenvolvedor Front End,https://www.catho.com.br/vagas/desenvolvedor-front-end/33222724/,,,,Html; Css; Java; Javascript; React,,,,,"CANDIDATURA FÁCIL Desenvolvedor Front End RHF Palhoça barra do Aririu De R$ 3.001,00 a R$ 4.000,00 1 vaga: Teresina - PI (1) Publicada hoje Codigo da Unidade 1085 Vaga: Desenvolvedor(a) Front-End / Mobile Júnior (ReactJS e React Native) Local: Morada do Sol - Teresina/PI Modelo de trabalho: Híbrido – 4 dias presencial, 1 remoto Atuação em empresa especialista em soluções mobile. Salário: R$ 4.000,00 Benefícios: Vale transporte: R$ 250,00 Almoço no local Plano de saúde Horário de trabalho: Segunda a sexta, das 08h às 18h Atividades -Desenvolver e manter aplicações web (ReactJS) e mobile (React Native). -Colaborar com equipe de design e back-end. -Garantir responsividade e performance nas interfaces. -Corrigir bugs e implementar melhorias. Requisitos Conhecimento em JavaScript, HTML, CSS e boas práticas de UI/UX. Noções de publicação nas lojas Android/iOS. Experiência com Git. Capacidade de trabalho em equipe. Diferenciais Experiência com armazenamento local (AsyncStorage), manutenção de dados offline e sincronização. Conhecimento em testes de aplicações móveis. Formação Superior em áreas da tecnologia (cursando ou completo). mostrar menos compartilhar Benefícios Assistência médica / Medicina em grupo, Tíquete alimentação, Vale-transporte Regime de Contratação CLT (Efetivo) Dados da Empresa RHF PALHOÇA BARRA DO ARIRIU Empresa cadastrada através da plataforma Pandapé NACIONALIDADE E PORTE: Nacional de pequeno porte com 99 funcionários. RAMO: Outros UTILIZA A CATHO HÁ 11 MESES E 6 DIAS Enviar Candidatura Fácil fechar vaga"
catho,Planejador de Manutenção,https://www.catho.com.br/vagas/planejador-de-manutencao/33217420/,,,,,,,,,"CANDIDATURA FÁCIL Planejador de Manutenção PEOPLE RECURSOS HUMANOS De R$ 3.001,00 a R$ 4.000,00 1 vaga: Piracicaba - SP (1) Publicada hoje Responsabilidades: -Elaborar e acompanhar planos de manutenção preventiva, preditiva e corretiva dos equipamentos da planta. -Planejar e programar paradas de manutenção… continuar lendo Enviar Candidatura Fácil"
catho,Planejador de Manutenção,https://www.catho.com.br/vagas/planejador-de-manutencao/33217419/,,,,,,,,,"CANDIDATURA FÁCIL Planejador de Manutenção PEOPLE RECURSOS HUMANOS De R$ 3.001,00 a R$ 4.000,00 1 vaga: Piracicaba - SP (1) Publicada hoje Responsabilidades: -Elaborar e acompanhar planos de manutenção preventiva, preditiva e corretiva dos equipamentos da planta. -Planejar e programar paradas de manutenção, otimizando recursos e minimizando impactos na produção. -Acompanhar e garantir a execução do plano de calibração de instrumentos e equipamentos, garantindo conformidade com normas e regulamentações. -Acompanhar o desempenho dos equipamentos, analisando históricos e indicadores de manutenção. -Acompanhar e controlar ordens de serviço, assegurando a disponibilidade de materiais e mão de obra. -Apoiar a gestão de contratos e fornecedores de serviços e peças. -Garantir a atualização e gestão da documentação técnica de manutenção e calibração. -Trabalhar em conjunto com equipes de engenharia, operação e qualidade para melhorias contínuas. Requisitos: -Ensino Superior Cursando (Engenharia mecânica, elétrica ou áreas correlatadas); -Pacote Office nível Intermediário; -Desejável Leitura e interpretação de desenho técnico -Desejável conhecimento básico em Hidráulica e pneumática. Benefícios da Vaga 30% de periculosidade; Vale alimentação (R$24,50 p/dia); Vale transporte (desconto de 6% em folha); Plano médico e odontológico AMIL; Cesta básica (após o período de experiência); PRL; DayOff; Gympass. mostrar menos compartilhar Horário Período Integral Regime de Contratação CLT (Efetivo) Dados da Empresa PEOPLE RECURSOS HUMANOS Consultoria em recursos humanos. NACIONALIDADE E PORTE: Nacional de médio porte com 120 funcionários. RAMO: Consultoria Geral SITE: www.rhpeople.com.br JÁ CONTRATOU PELA CATHO Enviar Candidatura Fácil fechar vaga"
catho,Analista de PCP,https://www.catho.com.br/vagas/analista-de-pcp/33222411/,,,,,,,,,"CANDIDATURA FÁCIL Analista de PCP Sênior Empresa ConfidencialPor que? Vaga com recrutador muito ativo De R$ 7.001,00 a R$ 8.000,00 1 vaga: Barueri - SP (1) Publicada hoje Planejar, programar e acompanhar a produção, alinhando prazos com as áreas envolvidas. Emitir e controlar ordens de produção (OPs). Gerenciar o estoque de matérias-primas… continuar lendo Enviar Candidatura Fácil"
catho,Analista de Suporte de Infraestrutura TI - Presencial - Santana-SP,https://www.catho.com.br/vagas/analista-de-suporte-de-infraestrutura-ti-presencial-santana-sp/33221879/,,Analista de Suporte de Infraestrutura TI,,,,,presencial,,"CANDIDATURA FÁCIL Analista de Suporte de Infraestrutura TI - Presencial - Santana-SP RHTI - Consultoria Especializada em TI recruta para cliente Vaga com recrutador muito ativo De R$ 4.001,00 a R$ 5.000,00 1 vaga: São Paulo - SP (1) Publicada hoje Formação: Curso superior na área de tecnologia da informação Inglês intermediário Soft Skills: Boa comunicação, Resiliência e Empatia. Experiência: Suporte técnico nível 3 (mínimo dois anos atuando na área); Rotinas de backup; Firewall, roteadores, redes wireless e switches gerenciáveis; Roteamento TCP/IP; DHCP, DNS e FTP. Sistemas GNU/Linux; Servidores Windows e Linux; Virtualização. Conhecimento: Conhecimento em Cloud Computing; Sistemas VMWare e Nutanix; Iptables, squid, VPN (site-to-site e client-to-site), VOIP; UTM Sophos e Watchguard; Ferramentas NMAP, netstat e tcpdump; Sistemas de monitoramento de infraestrutura; Sistemas de backup automatizado; VLANs, Storage, NAS, Access Points; Cloud computing (IaaS, PaaS e SaaS); Fundamentos ISO 27001; Fundamentos ITIL. mostrar menos compartilhar Benefícios Assistência médica / Medicina em grupo, Assistência odontológica, Seguro de vida em grupo, Tíquete refeição, Tíquete alimentação, Vale-transporte Horário De segunda a sexta - 09 às 18 hs Regime de Contratação CLT (Efetivo) Dados da Empresa RHTI - CONSULTORIA ESPECIALIZADA EM TI RECRUTA PARA CLIENTE RHTI - Consultoria Especializada em TI recruta para cliente NACIONALIDADE E PORTE: Nacional de pequeno porte com 265 funcionários. RAMO: Informática SITE: https://rhti.com.br/ Dados da Anunciante RH TI RHTI - Consultoria Especializada em TI recruta para cliente Rio de Janeiro/RJ Enviar Candidatura Fácil fechar vaga"
catho,Analista de Dados,https://www.catho.com.br/vagas/analista-de-dados/33221718/,,,,Sql,,,,,"CANDIDATURA FÁCIL Analista de Dados Empresa ConfidencialPor que? Vaga com recrutador muito ativo De R$ 4.001,00 a R$ 5.000,00 1 vaga: São Paulo - SP (1) Publicada hoje Atividades: Construir, manter e evoluir dashboards no Power BI, atendendo demandas da área de dados e operações. Realizar tratativas de dados utilizando Power Query. Apoiar na organização, tratamento e visualização dos dados para diferentes clientes. Colaborar com o time de operações Contribuir na modelagem de dados e integração com bancos de dados quando necessário. Requisitos Experiência prévia com Power BI (obrigatório). Conhecimentos em Power Query para tratamento de dados. Raciocínio lógico para organização e manipulação de dados. Diferenciais: Experiência em modelagem de dados e banco de dados (BigQuery, SQL). Conhecimento em Looker Studios. Formação superior em andamento ou concluída em áreas como TI, Computação, Estatística, Engenharia de Computação, ou correlatas será considerada um diferencial, mas não é obrigatória. mostrar menos compartilhar Benefícios Tíquete refeição Horário De segunda a sexta-feira das 9h ás 18h Regime de Contratação Autônomo Dados da Empresa EMPRESA CONFIDENCIAL Por que esta empresa é confidencial? NACIONALIDADE E PORTE: Nacional de com 1 funcionários. RAMO: Confidencial Dados da Anunciante CONFIDENCIAL Enviar Candidatura Fácil fechar vaga"
catho,Analista de Manutenção II,https://www.catho.com.br/vagas/analista-de-manutencao-ii/33217553/,,,,,,,,,"CANDIDATURA FÁCIL Analista de Manutenção II SODECIA Vaga com recrutador muito ativo De R$ 4.001,00 a R$ 5.000,00 1 vaga: Aracariguama - SP (1) Publicada hoje Elaboração de Planos Preventivos de Manutenção/Ferramental, Controle de Indicadores de Manutenção (MTTR/MTBF), Solicitações de compras de materiais e serviços, Contato e Desenvolvimento de novos fornecedores, Analise de chamados técnicos, Acompanhar processos de manutenção elétrica, mecânica, civil e ferramentaria, Analise crítica dos indicadores, afim de aumentar a disponibilidade dos equipamentos, Controle de custos do setorTécnico em Mecânica/Elétrica/Mecatrônica, Superior completo em Engenharia Mecânica/Eletrica ou Automação, Pacote Office, CAD, Datasul. Mecânica Industrial Hidráulica, Pneumática, Desenho Mecanico Lubrificação, Housekeeping, Project mostrar menos compartilhar Benefícios Assistência médica / Medicina em grupo, Seguro de vida em grupo, Tíquete alimentação, Transporte fornecido pela empresa, Vale-transporte, Participação nos lucros Horário segunda a quinta feira 08:00 ás 18:00 sexta feira 08:00 ás 17:00 Regime de Contratação CLT (Efetivo) Dados da Empresa SODECIA A empresa desenvolve e produz componentes estampados e conjuntos soldados para veículos automóveis. NACIONALIDADE E PORTE: Multinacional de médio porte com 50 funcionários. RAMO: Indústrias SITE: www.vrsrh.com.br JÁ CONTRATOU PELA CATHO Dados da Anunciante VRS A empresa desenvolve e produz componentes estampados e conjuntos soldados para veículos automóveis. Guarulhos/SP Enviar Candidatura Fácil fechar vaga"
catho,Analista de BI Pleno,https://www.catho.com.br/vagas/analista-de-bi-pleno/33221962/,,,,Excel; Sql,,,,,"CANDIDATURA FÁCIL Analista de BI Pleno COTECNA Vaga com recrutador muito ativo De R$ 4.001,00 a R$ 5.000,00 1 vaga: São Paulo - SP (1) Publicada hoje Desenvolver, atualizar e manter dashboards e relatórios interativos utilizando Power BI. Levantar e entender requisitos junto às áreas de negócio; Garantir a qualidade e integridade dos dados utilizados nas análises; Automatizar processos de coleta, tratamento e visualização de dados. Criar e manter modelos de dados (DAX e Power Query); Trabalhar em conjunto com equipes de TI, BI e áreas usuárias para melhoria contínua das soluções analíticas; Identificar oportunidades de melhoria com base em análises e indicadores; Manter a segurança e governança dos dados apresentados nos relatórios.Formação superior completa ou em andamento em áreas como Tecnologia da Informação, Engenharia, Administração, estatística ou afins; Experiência comprovada com Power BI (criação de dashboards, relatórios e modelos de dados); Conhecimento em DAX e Power Query; Domínio de Excel Intermediário; Habilidade em manipulação e análise de grandes volumes de dados; Capacidade analítica, raciocínio lógico e atenção aos detalhes. Conhecimento em SQL para extração de dados; Experiência em projetos de BI e Data Analytics; Idioma: Inglês - Intermediário mostrar menos compartilhar Benefícios Assistência médica / Medicina em grupo, Assistência odontológica, Seguro de vida em grupo, Tíquete refeição, Celular fornecido pela empresa, Vale-transporte Horário De Segunda a sexta das 9:00 as 18:00 Regime de Contratação CLT (Efetivo) Dados da Empresa COTECNA Consultoria, análise química e vistoria. NACIONALIDADE E PORTE: Multinacional de pequeno porte com 70 funcionários. RAMO: Consultoria Geral SITE: www.cotecna.com.br JÁ CONTRATOU PELA CATHO UTILIZA A CATHO HÁ 18 ANOS E 11 MESES Enviar Candidatura Fácil fechar vaga"
catho,Analista de Logística,https://www.catho.com.br/vagas/analista-de-logistica/33224722/,,,,Word; Python; Powerpoint; Excel; Sql,,,,,"CANDIDATURA FÁCIL Analista de Logística OBA HORTIFRUTI De R$ 5.001,00 a R$ 6.000,00 1 vaga: Sumare - SP (1) Publicada hoje Responsável por analisar/desenvolver indicadores chaves (KPI) em Power bi, atualizar/desenvolver processos logísticos e treinamento das equipes, realizar analises críticas dos indicadores promovendo com os gestores a melhoria dos indicadores e metas. · Realizar atividades de estudos, pesquisando, desenvolvendo, analisando e produzindo dados e resultados completos, possibilitando tomadas de decisão. Trabalha sob orientação global, planejando e respondendo pelos resultados técnicos apresentados, bem como define fontes e recursos necessários. · Analisar e controlar o desenvolvimento das rotinas da área, orientando outros envolvidos na solução de dúvidas e problemas ou sugerindo estudos pertinentes, a fim de possibilitar melhor desempenho dos trabalhos, uniformidade de padrões e avaliação de seus efeitos. · Elaborar relatórios gerenciais, boletins de análises, analisando informações e dados estatísticos sobre a área em questão, visando fornecer subsídios para decisões e correções de políticas ou procedimentos existentes. · Manter controles operacionais das atividades realizadas no centro de distribuição da empresa, visando permitir o acompanhamento das metas de armazenagem e a sincronia operacional estabelecidas. · Responsável pela Automação de processos de coleta de dados. · Cumprir com os requisitos que regem a Política e os Objetivos da Qualidade na empresa. REQUISITOS MÍNIMOS Superior completo em Administração, Engenharia, Ciências Contábeis, Ciência de dados, Logística ou área correlatas; Conhecimentos nas ferramentas do Microsoft Office (Excel, Power Point, Word) e (Bizage, MiniTab); Conhecimento avançado em Power Bi com no mínimo 02 anos de experiência, será o diferencial. Conhecimento em SQL e Python, será o diferencial. Conhecimentos Específicos: Lean Six Sigma, Metodologia Kaizen, Ferramenta da Qualidade e 5s Habilidades e Competências: Excel, PowerPoint, Power Bi, Bizage, MiniTab ÁREAS DE RESPONSABILIDADES 1. Atualização de Relatórios Manter relatórios atualizados, através de Excel, visando auxiliar o Gestor na tomada de decisão. 2. Desenvolver KPI Desenvolver indicadores, através de Power Bi, visando prever demanda (equipamentos, mão de obra, etc.). 3. Processo e treinamento Treinar as equipes da área logística, através de POP (procedimento operacional padrão) revisados anualmente, visando aumento de produtividade, redução de ocorrências e redução de custo. Benefícios: * Assistência Médica * Assistência Odontológica (Coparticipativo e opcional) * Vale-transporte * Fretado * Telemedicina * Programa de benefícios (Shin Club) * Desconto de 20% em FLV * Refeição no local * Empréstimo consignado * Convênio farmácia * Convênio Sesc * Voucher de Natal mostrar menos compartilhar Horário Período Integral Regime de Contratação CLT (Efetivo) Informações Adicionais SR Dados da Empresa OBA HORTIFRUTI Comércio de hortaliças, frutas, verduras e legumes. NACIONALIDADE E PORTE: Multinacional de grande porte com 2.500 funcionários. RAMO: Comércio Varejista SITE: www.obahortifruti.com.br JÁ CONTRATOU PELA CATHO UTILIZA A CATHO HÁ 23 ANOS E 6 MESES Enviar Candidatura Fácil fechar vaga"
catho,Analista de Meio Ambiente Pleno - Vaga afirmativa também para o público PCD - 99550,https://www.catho.com.br/vagas/analista-de-meio-ambiente-pleno-vaga-afirmativa-tambem-para-o-publico-pcd-99550/33219833/,,,,,o público PCD - 99550,,,,"CANDIDATURA FÁCIL Analista de Meio Ambiente Pleno - Vaga afirmativa também para o público PCD - 99550 MANPOWER Vaga com recrutador muito ativo De R$ 5.001,00 a R$ 6.000,00 1 vaga: Pouso Alegre - MG (1) Publicada hoje Esta vaga também é destinada a Pessoas com Deficiência (PCD). Valorizamos a diversidade e incentivamos a candidatura de profissionais de todos os perfis. Atuar na análise, desenvolvimento, implantação, verificação e controle de projetos, programas ambientais, processos de licenciamentos ambientais, atendimento das condicionantes de licenças, sistema de gestão ambiental e geoprocessamento de dados. Garantia e controle da qualidade ambiental da empresa, bem como de programas e sistemas aplicados a prestação de serviços, de forma a se obter aumento da confiabilidade, produtividade, otimização de sistemas e processos com redução de custos operacionais. No ManpowerGroup, a sua carreira tem um novo rumo! Se você está em busca de crescimento, desafios e um ambiente que valoriza o seu potencial, venha fazer parte do nosso time. Aqui, cada talento é reconhecido e valorizado. Candidate-se agora e transforme seu futuro com a gente !!Superior Completo – Formação nos cursos de engenharia florestal, engenharia ambiental ou ciências biológicas; CNH Categoria B (Com experiencia para dirigir em qualquer rodovia ou cidade); Conhecimento no Pacote Office, AutoCad e QGis. #GestãoAmbiental #Sustentabilidade #LicenciamentoAmbiental #QualidadeAmbiental #ProjetosAmbientais #VagasManpowerGroup #ManpowerGroup mostrar menos compartilhar Benefícios Seguro de vida em grupo, Tíquete alimentação, Transporte fornecido pela empresa Horário Jornada de trabalho: Segunda-Feira a Quinta-Feira - 08:00 às 18:00 - Sexta-Feira - 08:00 às17:00 - 01:00 de Intervalo Regime de Contratação Temporário Dados da Empresa MANPOWER Consultoria em recursos humanos, recrutamento e seleção. NACIONALIDADE E PORTE: Nacional de grande porte com 10.000 funcionários. RAMO: Recursos Humanos SITE: www.manpower.com.br JÁ CONTRATOU PELA CATHO Enviar Candidatura Fácil fechar vaga"
catho,Coordenador Comercial,https://www.catho.com.br/vagas/coordenador-comercial/33222263/,,,,Excel,,,,,"CANDIDATURA FÁCIL Coordenador Comercial Empresa ConfidencialPor que? Vaga com recrutador muito ativo De R$ 5.001,00 a R$ 6.000,00 1 vaga: Rio de Janeiro - RJ (1) Publicada hoje Coordenador(a) Comercial – Presencial – Rio de Janeiro/RJ Estamos em busca de um(a) Coordenador(a) Comercial para atuar presencialmente no Rio de Janeiro e liderar a reestruturação da área comercial de uma empresa em expansão no setor de energia. Se você é uma pessoa estratégica, com visão de negócios, perfil de liderança e gosta de ""colocar a mão na massa"", essa oportunidade pode ser ideal para sua carreira! Responsabilidades: Gerir e acompanhar a equipe de representantes comerciais espalhados pelo Brasil; Criar, implementar e otimizar processos comerciais; Estabelecer metas, indicadores de performance (KPIs) e acompanhar os resultados; Desenvolver planos de ação para ampliar vendas e participação de mercado; Atuar diretamente na prospecção de clientes e manutenção da carteira atual; Analisar o mercado e sugerir melhorias estratégicas; Treinar e capacitar representantes comerciais; Trabalhar em conjunto com as áreas de marketing, operações e financeiro.Requisitos: Ensino superior completo em Administração, Engenharia, Gestão Comercial ou áreas correlatas; Experiência com liderança de times comerciais, preferencialmente no setor de energia ou segmentos B2B; Conhecimento em vendas consultivas e gestão de representantes; Domínio de ferramentas de CRM e Excel intermediário/avançado; Perfil estratégico, com foco em resultados e habilidades para estruturar processos do zero. Diferenciais do Cargo: Atuação com total autonomia para estruturar a área comercial; Comissão sobre vendas próprias e sobre o desempenho da equipe; Oportunidade de crescimento junto com a empresa. mostrar menos compartilhar Horário De segunda a sexta, das 09h às 18h Regime de Contratação Prestador de serviços (PJ) Dados da Empresa EMPRESA CONFIDENCIAL Por que esta empresa é confidencial? NACIONALIDADE E PORTE: Nacional de com 1 funcionários. RAMO: Confidencial Dados da Anunciante EASY HUNTER Confidencial Enviar Candidatura Fácil fechar vaga"
catho,Supervisor de Desmobilização - Frota e Locação,https://www.catho.com.br/vagas/supervisor-de-desmobilizacao-frota-e-locacao/33222726/,,,,Excel,,,,,"CANDIDATURA FÁCIL Supervisor de Desmobilização - Frota e Locação BASE E RH De R$ 6.001,00 a R$ 7.000,00 1 vaga: Recife - PE (1) Publicada hoje Planejar e supervisionar as atividades de desmobilização de frotas e equipamentos em contratos encerrados ou redimensionados; Coordenar a retirada dos ativos (veículos, máquinas e/ou equipamentos) nos clientes, garantindo logística adequada e cumprimento de prazos; Realizar ou supervisionar vistorias, checklists e registros fotográficos dos ativos desmobilizados; Garantir a integridade dos equipamentos durante o transporte e retorno à base ou nova alocação; Apoiar a área comercial e contratos no encerramento operacional dos contratos de locação; Supervisionar equipes operacionais e terceiros envolvidos no processo de retirada e transporte; Assegurar o cumprimento de normas de segurança, trânsito e boas práticas ambientais; Garantir a rastreabilidade documental de todo o processo de desmobilização; Interagir com clientes, fornecedores de transporte e oficinas, quando necessário; Participar de reuniões de encerramento de contrato, contribuindo com lições aprendidas e oportunidades de melhoria. Superior completo ou em andamento nas áreas de Logística, Administração, Engenharia ou áreas correlatas. Experiência: Experiência prévia com frotas, logística de veículos, locação de máquinas/equipamentos ou operações de campo. Desejável vivência com processos de mobilização/desmobilização de contratos. Conhecimentos Técnicos: Logística de transporte e controle de frotas; Conhecimento em vistorias e documentação veicular; Noções de manutenção preventiva e corretiva (desejável); Ferramentas de controle (Excel, sistemas de rastreamento, ERPs como TOTVS, Movidesk, etc.); Legislação básica de trânsito e transporte de carga. mostrar menos compartilhar Regime de Contratação CLT (Efetivo) Dados da Empresa BASE E RH Recrutamento e seleção. NACIONALIDADE E PORTE: Nacional de médio porte com 130 funcionários. RAMO: Recursos Humanos SITE: www.baseerh.com.br JÁ CONTRATOU PELA CATHO Enviar Candidatura Fácil fechar vaga"
catho,Analista de Planejamento/Análise Financeiro,https://www.catho.com.br/vagas/analista-de-planejamento-analise-financeiro/33219927/,,,,Excel,,,,,"CANDIDATURA FÁCIL Analista de Planejamento/Análise Financeiro SMARTH ASSESSORIA EMPRESARIAL Vaga com recrutador muito ativo De R$ 6.001,00 a R$ 7.000,00 1 vaga: São Paulo - SP (1) Publicada hoje · Apoiar no processo de orçamento anual, forecast e projeções financeiras. · Elaborar e analisar P&L, balanço patrimonial e fluxo de caixa. · Realizar análises de variação (real vs. budget/forecast) e explicar desvios. · Atuar em cálculo de preços B2B e B2C, assegurando consistência com estratégia e margens. · Desenvolver e controlar provisões financeiras. · Apoiar na gestão de custos e despesas, identificando oportunidades de redução e eficiência. · Acompanhar e reportar indicadores financeiros (KPIs) para diretoria. · Realizar consolidação e análise de transações intercompany. · Elaborar dashboards e relatórios gerenciais (Excel, Power BI ou similares). · Suporte em business cases, análises de viabilidade e projetos de investimentos.· Formação superior em Administração, Economia, Contabilidade, Engenharia ou áreas correlatas. · Inglês avançado a fluente (será avaliado em entrevista). · Domínio avançado de Excel (será testado). · Experiência prévia em FP&A, controladoria ou áreas de planejamento financeiro. · Conhecimentos sólidos em contabilidade gerencial, P&L, balanço e fluxo de caixa. · Vivência em cálculo de preços, provisões e transações intercompany. · Desejável experiência com ferramentas de BI (Power BI, Tableau, QlikView). · Capacidade analítica, visão crítica e atenção a detalhes. mostrar menos compartilhar fechar vaga"
catho,Analista de Sistemas Pleno - Protheus,https://www.catho.com.br/vagas/analista-de-sistemas-pleno-protheus/33224862/,,Analista de Sistemas Pleno,,,,,,,"CANDIDATURA FÁCIL Analista de Sistemas Pleno - Protheus TAIFF Vaga com recrutador muito ativo De R$ 7.001,00 a R$ 8.000,00 1 vaga: São Paulo - SP (1) Publicada hoje ????*Local:* Matriz localizada no bairro da Liberdade e deslocamento eventual para a nossa filial localizada na zona sul na Avenida Nações Unidas. ????Contrato: CLT. ?Carga horária: 100% presencial de segunda a sexta - horário comercial. ????Remuneração + ????Benefícios: VT + VR + VA + ????Assistência médica e odonto Amil (opcional) + total pass (convênio com academias – opcional) + convênio farmácia. ????Atribuições: Atuar na análise, desenvolvimento, manutenção e suporte de sistemas com foco principal na plataforma TOTVS Protheus, garantindo o correto funcionamento das rotinas e processos sistêmicos das áreas de negócio, além de propor melhorias e inovações tecnológicas. Atuar na parametrização, customização e manutenção do sistema TOTVS Protheus, especialmente nos módulos: Estoque/Custos, Faturamento entre outros (conforme escopo da empresa). Levantar e analisar requisitos junto às áreas de negócio, propondo soluções aderentes ao ERP. Participar de projetos de implantação, integração e atualização de sistemas e módulos Protheus. Executar testes, homologações e treinamentos de novos processos e funcionalidades com os usuários, entre outros. Prestar suporte analisando e solucionando incidentes e solicitações relacionadas ao ERP, documentar processos, especificações técnicas e procedimentos operacionais. Apoiar a equipe de TI em atividades correlatas e em integrações com outros sistemas, entre outros. ????Requisitos: Ensino Superior completo em Análise de Sistemas, Ciência da Computação, Engenharia da Computação, Sistemas de Informação ou áreas correlatas. Conhecimento específico em administração de sistemas, rede, banco de dados e servidores. mostrar menos compartilhar Benefícios Assistência médica / Medicina em grupo, Assistência odontológica, Convênio com farmácia, Seguro de vida em grupo, Tíquete refeição, Tíquete alimentação, Vale-transporte Horário De segunda a sexta das 8h ás 17:48h Regime de Contratação CLT (Efetivo) Dados da Empresa TAIFF Comércio atacadista de produtos eletro-eletrônicos. NACIONALIDADE E PORTE: Nacional de grande porte com 900 funcionários. RAMO: Comércio Atacadista SITE: www.taiff.com.br JÁ CONTRATOU PELA CATHO UTILIZA A CATHO HÁ 13 ANOS E 4 MESES Enviar Candidatura Fácil fechar vaga"
catho,Analista de Indicadores de Gente Pleno,https://www.catho.com.br/vagas/analista-de-indicadores-de-gente-pleno/33222402/,,,,Excel; Sql,,,,,"CANDIDATURA FÁCIL Analista de Indicadores de Gente Pleno VERALANA De R$ 7.001,00 a R$ 8.000,00 1 vaga: São Paulo - SP (1) Publicada hoje • Sólidos conhecimentos na ferramenta Power BI, Excel avançado (fórmulas, macros e gráficos) e Power Point; • Experiência na área de People Analytics; • Ter atuado com orçamento de Mão de Obra; • Conhecimento em SQL é um diferencial; • Desejável conhecimentos em: Qlikview, Access e sistemas ERP; • Formação superior completa em Administração, Estatística, Economia, Engenharias, Ciências Atuariais. Atividades: • Será responsável por dashboard de indicadores (KPIs) e relatórios gerenciais: desenvolvimento, atualização, análise e divulgação • Coleta dados e informações de RH: calcular, analisar e modelar informações para gerar / aprimorar indicadores da área; • Participação na construção de book de indicadores; • Orçamento de Pessoal: interface constante com time de Controladoria; conhecimento dessa estrutura, incluindo a composição contábil, para consolidação, gestão e análise (Total Cia - Overhead) • Orçamento de despesas: consolidação, gestão e análise (Diretoria de Gente); • Implementação de indicadores de performance da área sob sua responsabilidade, bem como, definir planos de ação de melhorias, visando a melhoria contínua dos processos da área e o atingimento das metas estabelecidas. Informações adicionais: Local de Trabalho: Região da Berrini - São Paulo/SP (100% presencial) Contrato CLT terceirizado Segunda a sexta-feira das 8h30 às 18h mostrar menos compartilhar Benefícios Assistência médica / Medicina em grupo, Assistência odontológica, Tíquete refeição, Tíquete alimentação, Vale-transporte Regime de Contratação CLT (Efetivo) Dados da Empresa VERALANA Consultoria em recursos humanos, recrutamento, seleção e terceirização de mão-de-obra. NACIONALIDADE E PORTE: Nacional de médio porte com 380 funcionários. RAMO: Recursos Humanos SITE: www.veralana.com.br JÁ CONTRATOU PELA CATHO Enviar Candidatura Fácil fechar vaga"
